id,ja
559,装備品
560,ブリンク
561,ストンスキン
562,強化魔法
563,デジョン
564,シグネット
565,アルカナキラー
566,シェル
567,カウンター
568,競売
569,バザー
570,素材
571,NQ
572,Rare
573,Ex
574,公式イベント
575,ドロップ
576,エクレア
577,Rare Ex装備
578,RPG
579,同盟キャンペーン
580,リポップ
581,ラプトルのマズルカ
582,砂丘
583,ユタンガ大森林
584,サンドリア王国
585,バストゥーク共和国
586,ウィンダス連邦
587,三国
588,アルタナ四国協商
589,コンクエ
590,地球時間
591,クリスタル
592,クリスタル/ネタバレ
593,黒魔道士最強伝説
594,赤魔道士最強伝説
595,赤だけかな最悪は
596,ボンクラーズ
598,エース
599,想定外
600,しろ＞するな＞しろ
601,ジラートで新しい狩場を増やしたからソロ不可能な問題は回避した
602,獣人支配
603,ジラートの幻影
604,にんにく農家の陰謀
605,ジラート
606,領事館
607,ドラゴンミッション
608,ジュノ親衛隊
609,ガードスキル
610,アウトポスト
611,サンドリア
612,王立騎士団
613,神殿騎士団
614,バストゥーク
615,ウィンダス
616,鋼鉄銃士隊
617,戦闘魔導団
618,遠征軍
619,補給クエスト
620,所属国
621,ホームポイント
622,ガリスン
623,オファー
624,ギル
625,テレポ屋
626,抜刀
627,ル・ルデの庭
628,だいじなもの
629,素材狩り
630,合成
631,保険
632,サポートジョブ
633,尻魔道士
634,今週の一枚
635,マーチ祭り
636,リフレシュ
637,イレース
638,祭り
639,ミスリルマラソン
640,魔法のフィナーレ
641,ブライナ
642,禿ガル祭り
643,挑発
644,ヘイスト
645,回線抜き
646,シャットダウン
647,鍵取りツアー
648,Light Elemental
649,塊
650,合成スキル
651,救援要請
652,トレード販売
653,出品手数料
654,競売所
655,ジュノ
656,ジュノ大公国
657,アトルガン
658,タブナジア侯国
659,タブナジア
660,タブナジア/ネタバレ
661,タブナジア地下壕
662,Altedour I Tavnazia/ネタバレ
663,Altedour I Tavnazia
664,獣人製品
665,人間
666,人間/ネタバレ
668,ソウルフレア
669,同じくらいの強さだ
670,おなつよ
671,ゼプウェル島
672,ラプトル
673,ラプトゥル
674,精霊魔法
675,暗黒魔法
676,弱体魔法
677,ディスペル
678,グラビデ
679,ストーン
680,スロウ
681,ワスプスティング
682,ガストスラッシュ
683,シャドーステッチ
684,バイパーバイト
685,サイクロン
686,エナジースティール
687,エナジードレイン
688,ダンシングエッジ
689,シャークバイト
690,エヴィサレーション
691,Nag'molada
692,神威
693,五戦士魔法陣
694,Yve'noile
695,Yve'noile/ネタバレ
696,Grav'iton
697,Grav'iton/ネタバレ
698,Prishe
699,Prishe/ネタバレ
700,DQN
701,Gadalar
702,Rughadjeen
703,Zazarg
704,Najelith
705,魔笛
706,サンクション
707,封魔堂
708,五蛇将
709,蛮族
710,アトルガンの秘宝
711,拡張データディスク
712,プロマシアの呪縛
713,プロマシア
714,アルタナ
716,臨
717,烈
718,滴
719,凍
720,地
721,影
722,迅
723,天
724,皇国軍戦績
725,アトルガン貨幣
726,アトルガン黄金貨
727,アトルガン霊銀貨
728,アトルガン白銀貨
729,アトルガン青銅貨
732,空
733,NA
735,傭兵
736,お手伝い
737,PM
738,フレンド
739,フレ
740,チャット
741,裏LS
742,鯖
743,ワールド
744,サーバー
745,PS2
746,PL
747,パワーレベリング
748,範囲攻撃
749,タゲ
750,厨
751,宅配サービス
752,ポスト
753,ポスト回し
754,RMT
755,業者
756,禿げガル
757,神
758,カザムパス
759,カザム行き飛空艇パス
761,玄武
763,FINAL FANTASY XII
764,FINAL FANTASY III
765,ビターン
766,ヒゲ
768,とら
769,辻ケアル
770,辻レイズ
771,辻プロテス
772,フェロー
773,通信層が混んでいるようです…
774,チンチチ
775,樽バインド
776,大丈夫？ファミ痛の攻略本だよ？
777,呆ける
778,ヘソだし
779,ピンポン
780,便乗ブラザーズ
781,便乗
782,戦暗狩
783,火力
784,アタッカー
785,？？？
786,ヒャッホーイ
787,漂白
788,アトルガンの悲報
789,FF11用語辞典とてとて
790,勇者
791,勇者様
792,最強編成
793,ネタ編成
794,骨
795,レジスト
796,レジ
797,レジレジ
798,田中弘道
799,田中
800,河本信昭
801,河豚
803,サブリガ
804,あほまｗ
805,属性杖
806,属性WS
807,属性帯
808,属性鉱石
809,属性ゴルゲット
810,属性指輪
811,漢釣り
812,絡まれ釣り
813,絡まれマラソン
814,マラソン
815,ヘイトリスト
816,絡まれる
817,みやぶる
818,MGS
819,クエ
820,素避け
822,・わヴぇ
823,搾る
824,空蝉の術
825,ファンタジー
826,骨骨ファンタジー
827,核熱時代
828,虫虫ファンタジー
829,整地
830,共闘
831,イリュージョン
832,トータスソング
833,ポイズン
834,ブライン
835,ウォータ
836,バインド
837,2Hアビ
839,HNMLS
840,キャップ
841,食事革命
842,食事
843,HQ
844,青字
845,カンスト
846,MPスポンジ
847,シャインストライク
848,セラフストライク
849,ブレインシェイカー
850,グラットンソード
851,スターライト
852,ムーンライト
853,スカルブレイカー
854,トゥルーストライク
855,ジャッジメント
856,ヘキサストライク
857,ブラックヘイロー
858,シールドブレイク
859,アイアンテンペスト
860,シュトルムヴィント
861,アーマーブレイク
862,キーンエッジ
863,ウェポンブレイク
864,レイジングラッシュ
865,フルブレイク
866,タゲ固定
867,スチールサイクロン
868,タゲ回し
869,不意打ち
870,不意打ち乱撃
871,不意だま
872,不意玉
873,不意騙
874,不意だま誤爆
875,不意だまダンシング
876,内藤裁判
877,不意だまダンス
878,トイレ
879,不意月光
880,離席
881,サーチ
882,雪月花
883,おか
884,倉庫
885,タルバインド
886,硬直
887,だまし討ち
888,アサシン
889,アサだま
890,迎え挑発
891,ダブルスラスト
892,サンダースラスト
893,ライデンスラスト
894,足払い
895,ペンタスラスト
896,ボーパルスラスト
897,スキュアー
898,大車輪
899,インパルスドライヴ
900,スライス
901,ダークハーベスト
902,シャドーオブデス
903,ナイトメアサイス
904,スピニングサイス
905,ボーパルサイス
906,ギロティン
907,クロスリーパー
908,スパイラルヘル
909,バストゥーク鉱山区
910,コロロカの洞門
911,採掘
912,クゥダフ
913,彫金ギルド
914,鍛冶ギルド
915,ミスラとクリスタル
916,バード
917,マジックポット
918,ドール
919,エレメンタル
920,潜在消し
921,ツアー
922,マイティストライク
923,ドレイン
924,百烈拳
925,女神の祝福
926,アスピル
927,Dark Elemental
928,魔力の泉
929,Fire Elemental
930,連続魔
931,絶対回避
932,インビンシブル
933,ブラッドウェポン
934,使い魔
935,ブレイズスパイク
936,ソウルボイス
937,イーグルアイ
938,Treasure Chest
939,Treasure Coffer
940,地図
941,魔法の地図
942,明鏡止水
943,微塵がくれ
944,箱開け
945,竜剣
946,アストラルフロウ
947,究極履行
948,召喚獣の真の力
949,BFNM
950,アジュールロー
951,BCNM
952,ワイルドカード
953,BF
954,オーバードライヴ
955,薬品
956,ヤグード
957,巨人
958,ENM
959,ENMクエスト
960,あら！わたくし、ブチ切れますわよ
961,あたりドロップ
962,ぉぅぃぇ
963,いてら
964,がぶ飲み
967,ちらにくつんのく
968,ねぐら
970,はせがわみやび
971,デーモン
972,プニ
973,よん？
974,わかったにゃー
975,Leaping Lizzy
976,オレ
977,Miser Murphy
978,おk
979,うぃ
980,Capricious Cassie
981,Ge'Dha Evileye
982,韻
983,Amikiri
984,Guivre
985,計り知れない強さ
986,レベル制限エリア
987,フォミュナ水道
988,ラインエディター
989,ギルド
990,称号変更NPC
991,天晶暦
992,リンクパール
993,パール
994,パールサック
995,バザーコメント
996,バザコメ
997,ネトゲ
998,廃人
999,グリモナイト
1000,限界突破クエスト
1001,古代魔法のパピルス
1002,星の輝きを手に
1003,ルジャワン霊窟
1004,マムージャ兵訓練所
1005,レベロス風穴
1006,ペリキア
1007,イルルシ環礁
1008,とてもとても強そうだ
1009,とても強そうだ
1010,強そうだ
1011,丁度よい相手だ
1012,カザム
1013,飛空艇
1014,飛空旅行社
1015,ソロムグ原野
1016,クフィム島
1017,ジュノ上層
1018,ジュノ下層
1019,免税店
1020,ホルレーの岩峰
1021,ワールンの祠
1022,初期エリア
1023,アトルガンエリア
1024,ジラートエリア
1025,プロマシアエリア
1026,Throne Room
1027,王の間
1028,ク・ビアの闘技場
1029,バルガの舞台
1030,野良パーティ
1031,レイズ
1032,リレイズ
1033,女神のヒムヌス
1034,リアルラック
1035,パリーン
1036,メインジョブ
1037,楽譜
1038,ロランベリー
1039,ロランベリー耕地
1040,チョコボ乗り免許証
1041,クォン大陸
1042,クリスタルライン
1043,ある冒険者の足跡
1044,石碑
1045,バタリア丘陵
1046,クロウラーの巣
1047,パシュハウ沼
1048,寝バザー
1049,関税
1050,Gwynham Ironheart
1051,G＝ヒコロウ
1052,BGM
1053,戦闘BGM
1054,乱れ雪月花
1055,古代魔法
1056,THE STAR ONIONS
1057,Xbox 360
1058,白書
1059,ヴァナ・ディール国勢調査
1060,ヤグード戦役
1061,ローマ字名
1062,人気ジョブにしたくない
1063,冒険者の時代
1064,ヴァナ・ディールクロック
1065,魔法の時代
1066,獣の時代
1067,力の時代
1068,技の時代
1069,ヴァナ・ディール時間
1070,ミンダルシア大陸
1071,聖都
1072,マウラ
1073,MB
1074,マジックバースト
1075,クレクレ厨
1076,りっくりっく
1077,連続MB
1078,アパッチ
1079,レジスト率
1080,エロヴァーン
1081,弱点
1082,カット
1083,魔法ダメージ
1084,物理ダメージ
1085,サポ
1086,召喚
1087,召喚魔法
1089,ガルカ専用食事
1090,精霊
1091,ニイト
1092,FINAL FANTASY V
1093,コバルトジェリー
1094,バストアサーディン
1095,グリーディ
1096,イエローグローブ
1097,キュス
1098,太ったグリーディ
1099,サブスキル
1100,タイガーコッド
1101,複合レシピ
1102,レシピ
1103,隠しレシピ
1104,ネビムナイト
1105,職人
1106,ノストーヘリング
1107,中間素材
1108,ググリュートゥーナ
1109,ゴールドロブスター
1110,ザフムルグバス
1111,シャル貝
1112,ベッフェルマリーン
1113,ブルーテール
1114,ノーブルレディ
1115,ブレードフィッシュ
1116,シルバーシャーク
1117,煌魚
1118,三眼魚
1119,バストアブリーム
1120,ギガントスキッド
1121,ブラックソール
1122,シーゾンビ
1123,ティタニクティス
1124,コーラルバタフライ
1125,ゼブライール
1126,リュウグウノツカイ
1127,オーガイール
1128,ビビキーアーチン
1129,ボンゴラ
1130,ビビキーチョコボ
1131,ムーリシュアイドル
1132,トリロバイト
1133,コーンカラマリ
1134,タイタニックソー
1135,ググリューサウルス
1136,デニズアナス
1137,カラマール
1138,ハムシー
1139,ラケルダ
1140,クルチュバルウ
1141,ウスクムル
1142,イスタコズ
1143,黒インク
1144,メルジャンバルウ
1145,アフポット
1146,イスティルディエ
1147,ディル
1148,ガーナード
1149,プテリゴートゥス
1150,モラモラ
1151,ライノキメラ
1152,イスタヴリット
1153,カルカンバルウ
1154,ヴェーダルラス
1155,花鳥風月
1156,桜花爛漫
1157,エアライダー
1158,エアボーン
1159,スタック
1160,錬金術
1161,夏祭り
1162,ラバオ
1163,金魚すくい
1164,クリスタル戦争
1165,コーヒーチェリー
1166,コーヒービーン
1167,ローストコーヒー
1168,コーヒーパウダー
1169,アルザビコーヒー
1170,A Puppet's Slumber
1172,エルディーム古墳
1173,神々の間
1174,Gilgamesh
1175,Gilgamesh/ネタバレ
1176,ノーグ
1177,ロ・メーヴ
1178,ガルレージュ要塞
1179,大工房
1180,ヴェ・ルガノン宮殿
1181,ザルカバード
1182,ズヴァール城外郭
1183,ボスディン氷河
1184,ウルガラン山脈
1185,ラングモント峠
1186,ソ・ジヤ
1187,ズヴァール城
1188,ズヴァール城内郭
1189,フェ・イン
1190,ラ・ロフの劇場
1191,西アルテパ砂漠
1192,突風の回廊
1193,流砂洞
1194,アルテパ砂漠
1195,東アルテパ砂漠
1196,クフタルの洞門
1197,グスタフの洞門
1198,慟哭の谷
1199,天の塔
1200,ウィンダス水の区
1201,ウィンダス森の区
1202,ボミンゴ広場
1203,ウィンダス石の区
1204,ウィンダス港
1205,北サンドリア
1206,ドラギーユ城
1207,南サンドリア
1208,サンドリア港
1209,ルフェーゼ野
1210,ミザレオ海岸
1211,バルクルム砂丘
1212,ネタ
1213,リヴェーヌ岩塊群サイトA01
1214,リヴェーヌ岩塊群サイトB01
1215,礼拝堂
1216,日輪を担いて
1217,セルビナ
1218,ラテーヌ高原
1219,アル・タユ
1220,タロンギ大峡谷
1221,テメナス
1222,海獅子の巣窟
1223,フ・ゾイの王宮
1224,ナイスジェントル
1225,アポリオン
1228,ブラストアタック
1229,ブラックリスト
1230,月詠み
1231,月詠み/ネタバレ
1232,BL
1233,AF3
1234,AF2
1235,AF1
1236,エラント装備
1237,マンドラゴラの四葉
1238,Hae Jakkya
1239,マンドラゴラの三葉
1240,ヘヴィスイング
1241,ロッククラッシャー
1242,コラルラウンドリト
1243,アースクラッシャー
1244,スターバースト
1245,サンバースト
1246,コラルジュストコル
1247,コラルカフス
1248,シェルクラッシャー
1249,コラルキャニオンズ
1250,コラルスリッパー
1251,フルスイング
1252,スピリットテーカー
1253,黒き使者
1254,レトリビューション
1255,マンドラゴラの双葉
1256,壱之太刀・燕飛
1257,弐之太刀・鋒縛
1258,参之太刀・轟天
1259,スカリー
1260,四之太刀・陽炎
1261,五之太刀・陣風
1262,六之太刀・光輝
1263,七之太刀・雪風
1264,八之太刀・月光
1265,九之太刀・花車
1266,骨工ギルド
1267,織工ギルド
1268,ミスラの薬屋
1269,ンチャの道具屋
1270,ブリザガV
1271,カリカリクポ
1272,ハープ
1273,ザリガニ
1274,堀ブナ
1275,シュヴァルサーモン
1276,カッパーフロッグ
1277,魔物のララバイ
1278,魔物達のララバイ
1279,トリカラードカープ
1280,ピピラ
1281,オオナマズ
1282,ダークバス
1283,クリスタルバス
1284,ヒカリマス
1285,ブラックイール
1286,アイスフィッシュ
1287,モンケオンケ
1288,レッドテラピン
1289,ゴールドカープ
1290,三日月魚
1291,ガビアルフィッシュ
1292,タキタロ
1293,森ブナ
1294,エルシモフロッグ
1295,サンドフィッシュ
1296,大鈍甲
1297,エルシモニュート
1298,オオモリナマズ
1299,オオイトウ
1300,ケーブヤビー
1301,ファノエニュート
1302,マッディサイレドン
1303,ラングフィッシュ
1304,ブラインフィッシュ
1305,タブナジアゴビー
1306,トライコーン
1307,リク
1308,アーマードピスケス
1309,ユランバルウ
1310,ザザンバルウ
1311,カヤバルウ
1312,アラバルウ
1313,モリナバルウ
1314,ヤユンバルウ
1315,カプルンバァ
1316,カダーバフロッグ
1317,トゥルナバルウ
1318,ブラックゴースト
1319,ベタ
1320,パムタム海苔
1321,ジャックナイフ
1322,トロピカルクラム
1323,ビビキースラッグ
1324,オドントティラヌス
1325,らんちゅう
1326,黒出目金
1327,金魚
1328,ランプマリモ
1329,釣り竿
1331,釣り餌
1332,修正項目
1333,恵比寿釣竿
1334,太公望の釣竿
1335,フロッグフィッシング
1336,サーペントの伝説
1337,泳がせ釣り
1338,ハラキリ
1339,折れぬ魂
1340,アクション釣り
1341,クライアント依存
1342,負荷掛け釣り
1343,アルバトロスリング
1344,ペンギンリング
1345,山師の海図
1346,海賊の海図
1347,フィッシュランキング
1348,ペリカンリング
1349,200制限
1350,外道
1351,伝説魚
1352,太公望
1353,Nanaa Mihgo
1354,Luto Mewrilah
1355,Naja Salaheem
1356,関羽
1357,七つの緻密なトリックを
1360,メリファト山地
1361,オズトロヤ城
1362,ドロガロガの背骨
1363,祭壇の間
1364,ダボイ
1365,中央島
1366,世界チョコボ厩舎協会
1367,VCS
1368,指定生産品
1369,ギルドポイント
1370,指定生産クエスト
1371,職人装備
1372,ソロムグ
1373,FINAL FANTASY VI
1374,Enid Ironheart
1375,修道窟
1376,魔晶石を奪え
1377,魔晶石
1378,ベドー
1379,漆黒のマチネー
1380,クゥルンの大伽藍
1381,レリック
1382,妖光の数珠
1383,ジャグナー森林
1384,龍王ランペールの墓
1385,ギルド桟橋
1386,ファノエ運河
1387,東ロンフォール
1388,西ロンフォール
1389,聖地ジ・タ
1390,西サルタバルタ
1391,星の神子
1392,天文泉
1393,外ホルトト遺跡
1394,内ホルトト遺跡
1395,満月の泉
1396,トライマライ水路
1397,魔封門
1398,魔封門の札
1399,魔法塔
1400,東サルタバルタ
1401,ギデアス
1402,海流の回廊
1403,怨念洞
1404,ルフェ湖
1405,ウガレピ寺院
1406,ヨアトル大森林
1407,イフリートの釜
1408,星の大樹
1409,ル・メトの園
1410,坂口博信
1411,植松伸夫
1412,リトルワーム
1413,ヨロイ蟲
1414,むきザリガニ
1415,フナ切り身
1416,虫ダンゴ
1417,マスダンゴ
1418,大ヨロイ蟲
1419,ルフェーゼ蝿
1420,腐肉
1421,肉ダンゴ
1422,ゴカイ
1423,イワシ切り身
1424,タラ切り身
1425,むきエビ
1426,ブリ切り身
1427,イワシダンゴ
1428,エビダンゴ
1429,シュリンプルアー
1430,ワームルアー
1431,シンキングミノー
1432,さびき針
1433,ミノー
1434,リザードルアー
1435,フロッグルアー
1436,フライ
1437,ローグ針
1438,ロバー針
1439,儀仗
1440,樹人（若木）
1441,樹人
1442,ファンガー
1443,Gessho
1444,スファライ
1445,サポ黒
1446,サポ狩
1447,さぽか
1448,サポ暗
1449,サポ青
1450,サポ赤
1451,サポコ
1452,サポ獣
1453,サポ侍
1454,サポシ
1455,サポ詩人
1456,サポ召
1457,サポ白
1458,サポ戦
1459,サポナ
1460,サポ竜
1461,サポモ
1462,サポ忍
1463,グゥーブー
1464,サボテンダー
1465,フライトラップ
1466,コロスケ
1467,引退
1468,隠居
1469,復帰
1470,罪狩りのミスラ
1471,スカリーX
1472,スカリーY
1473,スカリーZ
1474,向かい風
1475,罪狩りたちの舞踏曲
1476,罪狩りたちの鎮魂歌
1477,トンベリ
1478,マンダウ
1479,エクスカリバー
1480,メルト・ブロー
1481,メルト・ブロー/ネタバレ
1482,クリュー/ネタバレ
1483,クリュー人
1484,ウガレピ寺院/攻略情報
1485,ブリガンダイン
1486,生贄の間
1487,灼熱の回廊
1488,凍結の回廊
1489,異界の口
1490,天輪の場
1491,宣託の間
1492,震動の回廊
1493,雷鳴の回廊
1494,ボヤーダ樹
1495,龍のねぐら
1496,宿星の座
1497,宿星の座/ネタバレ
1498,インフレ
1499,ギル回収
1500,ホラの塔
1501,デムの塔
1503,ヘイスト装備
1504,メアの塔
1505,エースヘルム
1506,Shattered Telepoint
1507,プロミヴォン
1509,ヴァズの塔
1510,パトロクロスヘルム
1511,転移の間
1512,Large Apparatus
1513,ホラの岩
1514,テレポイント
1515,母なる石
1516,Dimensional Portal
1517,Overlord Bakgodek
1518,コンシュタット高地
1519,メアの岩
1520,Za'Dha Adamantking
